"","scientific_name","lat","long","year","region"
"1","Hynobius leechii",36.5875560008402,126.964083000081,"2014","충청남도"
"2","Hynobius leechii",35.5350000010982,128.300278000447,"2014","경상남도"
"3","Hynobius leechii",36.5875560008402,126.964083000081,"2014","충청남도"
"4","Hynobius leechii",35.6961890008393,129.390050000173,"2014","경상북도"
"5","Hynobius leechii",36.9808330006883,129.379167000461,"2014","경상북도"
"6","Hynobius leechii",36.6588060005674,126.826805999444,"2014","충청남도"
"7","Hynobius leechii",36.5605000008035,126.633472000472,"2014","충청남도"
"8","Hynobius leechii",37.5917500012721,127.29966699965,"2014","경기도"
"9","Hynobius leechii",36.7602580006262,127.052081000198,"2014","충청남도"
"10","Hynobius leechii",36.5480000009034,126.967111000427,"2014","충청남도"
"11","Hynobius leechii",37.5325190009266,127.153949999607,"2014","경기도"
"12","Hynobius leechii",37.7338860005963,126.943664000219,"2014","경기도"
"13","Hynobius leechii",37.875719000961,127.524928000179,"2014","경기도"
"14","Hynobius leechii",37.6016940012741,127.421194000038,"2014","경기도"
"15","Hynobius leechii",36.5160560013396,126.705944000404,"2014","충청남도"
"16","Hynobius leechii",36.5225280011423,126.704611000418,"2014","충청남도"
"17","Hynobius leechii",36.6588060005674,126.826805999444,"2014","충청남도"
"18","Hynobius leechii",37.948842000885,127.127046999583,"2014","경기도"
"19","Hynobius leechii",36.9408560006942,128.936883000251,"2014","경상북도"
"20","Hynobius leechii",36.5225280011423,126.704611000418,"2014","충청남도"
"21","Hynobius leechii",35.5472140010164,128.630685999696,"2014","경상남도"
"22","Hynobius leechii",36.5105280008759,126.713222000093,"2014","충청남도"
"23","Hynobius leechii",36.9618920005113,128.917114000422,"2014","경상북도"
"24","Hynobius leechii",36.9599060005657,128.987258000058,"2014","경상북도"
"25","Hynobius leechii",35.7319440006851,128.88416700045,"2014","경상북도"
"26","Hynobius leechii",36.5336390004999,126.937722000549,"2014","충청남도"
"27","Hynobius leechii",35.6163890009483,129.077499999513,"2014","울산광역시"
"28","Hynobius leechii",36.9808330006883,129.379167000461,"2014","경상북도"
"29","Hynobius leechii",36.983611000862,129.313056000029,"2014","경상북도"
"30","Hynobius leechii",35.685875000458,128.222289000543,"2014","경상북도"
"31","Hynobius leechii",37.9761420006336,127.23782499976,"2014","경기도"
"32","Hynobius leechii",36.547111000889,126.801221999895,"2014","충청남도"
"33","Hynobius leechii",37.9401940012218,127.773889000512,"2014","강원도"
"34","Hynobius leechii",36.9541670009163,128.69138900018,"2014","경상북도"
"35","Hynobius leechii",37.73645000134,126.883944000015,"2014","경기도"
"36","Hynobius leechii",37.8635000013048,127.657693999487,"2014","강원도"
"37","Hynobius leechii",36.7160560011119,126.86327800013,"2014","충청남도"
"38","Hynobius leechii",35.7201690006729,127.901533000129,"2014","경상남도"
"39","Hynobius leechii",35.6305030009645,128.605285999821,"2014","경상북도"
"40","Hynobius leechii",37.7702780011199,126.895971999513,"2014","경기도"
"41","Hynobius leechii",36.7034170005598,126.848055999655,"2014","충청남도"
"42","Hynobius leechii",37.8484890010825,126.887152999696,"2014","경기도"
"43","Hynobius leechii",37.9911670011758,127.712556000409,"2014","강원도"
"44","Hynobius leechii",35.6330280009826,128.102111000243,"2014","경상남도"
"45","Hynobius leechii",35.7645000009419,128.129277999898,"2014","경상남도"
"46","Hynobius leechii",35.6069440008902,128.841943999832,"2014","경상북도"
"47","Hynobius leechii",36.6588060005674,126.826805999444,"2014","충청남도"
"48","Hynobius leechii",36.6588060005674,126.826805999444,"2014","충청남도"
"49","Hynobius leechii",36.5946670009719,126.837138999915,"2014","충청남도"
"50","Hynobius leechii",35.5794440004884,128.102222000422,"2014","경상남도"
"51","Hynobius leechii",35.7310330009175,129.432443999689,"2014","경상북도"
"52","Hynobius leechii",35.5502780011982,128.775556000103,"2014","경상남도"
"53","Hynobius leechii",36.5946670009719,126.837138999915,"2014","충청남도"
"54","Hynobius leechii",35.6019440008973,128.097499999849,"2014","경상남도"
"55","Hynobius leechii",35.6330280010663,128.072832999982,"2014","경상남도"
"56","Hynobius leechii",36.9469190011409,129.179978000042,"2014","경상북도"
"57","Hynobius leechii",35.5580560007888,128.829167000514,"2014","경상남도"
"58","Hynobius leechii",36.9300000013151,128.859721999663,"2014","경상북도"
"59","Hynobius leechii",35.8010000011917,128.174194000273,"2014","경상북도"
"60","Hynobius leechii",35.7953330009575,128.218610999892,"2014","경상북도"
"61","Hynobius leechii",37.0295830010238,126.526194000325,"2014","충청남도"
"62","Hynobius leechii",36.5160560013396,126.705944000404,"2014","충청남도"
"63","Hynobius leechii",37.802178001312,126.884255999937,"2014","경기도"
"64","Hynobius leechii",35.5683330008464,128.896666999547,"2014","경상남도"
"65","Hynobius leechii",35.6431830004656,128.691883000282,"2014","경상북도"
"66","Hynobius leechii",35.6712500006512,128.451778000155,"2014","대구광역시"
"67","Hynobius leechii",37.8278310005729,126.957419000414,"2014","경기도"
"68","Hynobius leechii",37.9404440011904,126.886222000372,"2014","경기도"
"69","Hynobius leechii",36.6213330007045,126.633667000031,"2014","충청남도"
"70","Hynobius leechii",37.651289000838,127.364638999571,"2014","경기도"
"71","Hynobius leechii",35.7467780008905,128.079806000165,"2014","경상남도"
"72","Hynobius leechii",36.6213330007045,126.633667000031,"2014","충청남도"
"73","Hynobius leechii",35.6943280011007,128.824521999703,"2014","경상북도"
"74","Hynobius leechii",36.5747780013258,126.76613899969,"2014","충청남도"
"75","Hynobius leechii",36.8277220009276,127.045200000405,"2014","충청남도"
"76","Hynobius leechii",36.6213330007045,126.633667000031,"2014","충청남도"
"77","Hynobius leechii",37.6707690011851,127.457903000506,"2014","경기도"
"78","Hynobius leechii",36.633194000987,126.639028000428,"2014","충청남도"
"79","Hynobius leechii",36.8593560009518,127.095231000055,"2014","충청남도"
"80","Hynobius leechii",36.633194000987,126.639028000428,"2014","충청남도"
"81","Hynobius leechii",35.609167000856,128.022778000293,"2014","경상남도"
"82","Hynobius leechii",37.6680560007723,127.454193999483,"2014","경기도"
"83","Hynobius leechii",37.9726860006175,127.068378000569,"2014","경기도"
"84","Hynobius leechii",36.8390000005812,126.48888900002,"2014","충청남도"
"85","Hynobius leechii",35.7004690012975,128.781985999667,"2014","경상북도"
"86","Hynobius leechii",36.5945830012256,126.81974999997,"2014","충청남도"
"87","Hynobius leechii",37.802178001312,126.884255999937,"2014","경기도"
"88","Hynobius leechii",36.5160560013396,126.705944000404,"2014","충청남도"
"89","Hynobius leechii",35.5130690006258,127.895171999638,"2014","경상남도"
"90","Hynobius leechii",36.7844440008099,128.723610999467,"2014","경상북도"
"91","Hynobius leechii",35.5691170009039,128.506535999972,"2014","경상남도"
"92","Hynobius leechii",35.5460860007881,128.442783000416,"2014","경상남도"
"93","Hynobius leechii",36.5747780013258,126.76613899969,"2014","충청남도"
"94","Hynobius leechii",36.9555560004617,128.760000000105,"2014","경상북도"
"95","Hynobius leechii",37.6820360007392,127.705455999593,"2014","강원도"
"96","Hynobius leechii",37.73645000134,126.883944000015,"2014","경기도"
"97","Hynobius leechii",36.5313060008872,126.906805999678,"2014","충청남도"
"98","Hynobius leechii",35.6205080006754,128.572935999451,"2014","경상북도"
"99","Hynobius leechii",36.5313060008872,126.906805999678,"2014","충청남도"
"100","Hynobius leechii",35.6219810012773,128.6067810004,"2014","경상북도"
"101","Hynobius leechii",37.6958170012663,127.103513999459,"2014","경기도"
"102","Hynobius leechii",36.5945830012256,126.81974999997,"2014","충청남도"
"103","Hynobius leechii",36.5945830012256,126.81974999997,"2014","충청남도"
"104","Hynobius leechii",37.8278310005729,126.957419000414,"2014","경기도"
"105","Hynobius leechii",35.5657310012912,128.61832200025,"2014","경상남도"
"106","Hynobius leechii",36.5336390004999,126.937722000549,"2014","충청남도"
"107","Hynobius leechii",35.5852110008701,128.534864000405,"2014","경상남도"
"108","Hynobius leechii",36.5457780010145,126.936222000291,"2014","충청남도"
"109","Hynobius leechii",35.5898810007734,128.714800000037,"2014","경상북도"
"110","Hynobius leechii",36.5681940010453,126.888861000298,"2014","충청남도"
"111","Hynobius leechii",37.9052310013266,126.992955999906,"2014","경기도"
"112","Hynobius leechii",36.766111000855,128.548332999994,"2014","경상북도"
"113","Hynobius leechii",35.7426190008778,128.863174999914,"2014","경상북도"
"114","Hynobius leechii",35.7953330009575,128.218610999892,"2014","경상북도"
"115","Hynobius leechii",37.9243470005594,127.023113999593,"2014","경기도"
"116","Hynobius leechii",35.5596670010113,128.564711000161,"2014","경상남도"
"117","Hynobius leechii",37.5036530010104,127.238630999901,"2014","경기도"
"118","Hynobius leechii",37.7104530011557,126.997177999731,"2014","경기도"
"119","Hynobius leechii",35.6726860010109,127.659246999632,"2014","경상남도"
"120","Hynobius leechii",36.8589970008257,129.177718999623,"2014","경상북도"
"121","Hynobius leechii",35.7293750009085,127.634231000368,"2014","전라북도"
"122","Hynobius leechii",37.8935830012174,127.53663900009,"2014","경기도"
"123","Hynobius leechii",35.7741670006488,128.247055999478,"2014","경상북도"
"124","Hynobius leechii",36.569028001207,126.959055999775,"2014","충청남도"
"125","Hynobius leechii",35.5169440007917,128.325832999483,"2014","경상남도"
"126","Hynobius leechii",36.569028001207,126.959055999775,"2014","충청남도"
"127","Hynobius leechii",36.6517920009569,126.920018999887,"2014","충청남도"
"128","Hynobius leechii",36.5985560006309,126.923556000137,"2014","충청남도"
"129","Hynobius leechii",36.569028001207,126.959055999775,"2014","충청남도"
"130","Hynobius leechii",37.6905280008823,127.28802799944,"2014","경기도"
"131","Hynobius leechii",36.7866280009006,129.141731000559,"2014","경상북도"
"132","Hynobius leechii",36.633194000987,126.639028000428,"2014","충청남도"
"133","Hynobius leechii",37.6629720013066,127.826722000121,"2014","강원도"
"134","Hynobius leechii",35.7711670005531,128.186360999876,"2014","경상북도"
"135","Hynobius leechii",36.5528610008218,126.856000000202,"2014","충청남도"
"136","Hynobius leechii",36.7160560011119,126.86327800013,"2014","충청남도"
"137","Hynobius leechii",35.5750470012377,128.387688999868,"2014","경상남도"
