"","scientific_name","lat","long","year","region"
"1","Scincella vandenburghi",35.5307170004947,129.227925000531,"2014","울산광역시"
"2","Scincella vandenburghi",37.8455280009817,127.691110999904,"2014","강원도"
"3","Scincella vandenburghi",37.8155560009989,127.569028000543,"2014","강원도"
"4","Scincella vandenburghi",37.7563330006672,127.776999999824,"2014","강원도"
"5","Scincella vandenburghi",36.8198330013466,126.272332999935,"2014","충청남도"
"6","Scincella vandenburghi",35.6832440008013,129.192318999459,"2014","울산광역시"
"7","Scincella vandenburghi",35.7156530005501,129.154902999548,"2014","울산광역시"
"8","Scincella vandenburghi",35.7310330009175,129.432443999689,"2014","경상북도"
"9","Scincella vandenburghi",35.521761000482,127.945953000187,"2014","경상남도"
"10","Scincella vandenburghi",35.6773170009775,127.658942000437,"2014","경상남도"
"11","Scincella vandenburghi",35.512344001228,129.188486000096,"2014","울산광역시"
"12","Scincella vandenburghi",37.8785560008454,127.590582999762,"2014","경기도"
"13","Scincella vandenburghi",35.6081720010481,129.411822000059,"2014","울산광역시"
"14","Scincella vandenburghi",35.7156530005501,129.154902999548,"2014","울산광역시"
"15","Scincella vandenburghi",35.7192810005185,129.386555999497,"2014","경상북도"
"16","Scincella vandenburghi",37.7522170005921,127.162230999682,"2014","경기도"
"17","Scincella vandenburghi",37.0252220013118,126.564110999605,"2014","충청남도"
"18","Scincella vandenburghi",36.8541670004523,129.354444000365,"2014","경상북도"
"19","Scincella vandenburghi",36.7907860007382,126.354993999531,"2014","충청남도"
"20","Scincella vandenburghi",35.5480000011619,129.424853000049,"2014","울산광역시"
"21","Scincella vandenburghi",35.541908000935,127.852511000148,"2014","경상남도"
"22","Scincella vandenburghi",37.9401940012218,127.773889000512,"2014","강원도"
"23","Scincella vandenburghi",36.68361100119,126.577110999894,"2014","충청남도"
"24","Scincella vandenburghi",35.5359470012856,129.396314000257,"2014","울산광역시"
"25","Scincella vandenburghi",35.610353000872,129.169911000552,"2014","울산광역시"
"26","Scincella vandenburghi",36.8541670004523,129.354444000365,"2014","경상북도"
"27","Scincella vandenburghi",35.6053280008938,129.190364000016,"2014","울산광역시"
"28","Scincella vandenburghi",35.6961890008393,129.390050000173,"2014","경상북도"
"29","Scincella vandenburghi",35.6832440008013,129.192318999459,"2014","울산광역시"
"30","Scincella vandenburghi",37.9019720013636,127.661777999914,"2014","강원도"
"31","Scincella vandenburghi",37.8581110006282,127.79563899974,"2014","강원도"
"32","Scincella vandenburghi",35.64465600078,129.406097000485,"2014","울산광역시"
"33","Scincella vandenburghi",35.660694000502,129.429055999711,"2014","경상북도"
"34","Scincella vandenburghi",35.6797500013327,129.440471999851,"2014","경상북도"
"35","Scincella vandenburghi",35.090611000466,126.513806000444,"2015","전라남도"
"36","Scincella vandenburghi",36.288897000602,127.055927999977,"2015","충청남도"
"37","Scincella vandenburghi",35.2082500013317,126.149278000341,"2015","전라남도"
"38","Scincella vandenburghi",36.6336110004969,128.624722000398,"2015","경상북도"
"39","Scincella vandenburghi",36.288897000602,127.055927999977,"2015","충청남도"
"40","Scincella vandenburghi",37.0210390011527,127.924239000325,"2015","충청북도"
"41","Scincella vandenburghi",36.1954800005957,127.645810000315,"2015","충청북도"
"42","Scincella vandenburghi",33.4728330012855,126.718449999968,"2015","제주특별자치도"
"43","Scincella vandenburghi",35.9425000011349,128.09976999974,"2016","경상북도"
"44","Scincella vandenburghi",33.4406030005099,126.897838000249,"2016","제주특별자치도"
"45","Scincella vandenburghi",34.9206390006542,126.222754999636,"2016","전라남도"
"46","Scincella vandenburghi",35.8641690008819,128.094130000535,"2016","경상북도"
"47","Scincella vandenburghi",33.3643310004698,126.847631000138,"2016","제주특별자치도"
"48","Scincella vandenburghi",35.3522810011044,129.122839000238,"2016","경상남도"
"49","Scincella vandenburghi",34.3499340004746,127.033871999682,"2016","전라남도"
"50","Scincella vandenburghi",36.2279690012417,126.077038999848,"2016","충청남도"
"51","Scincella vandenburghi",33.3687800008634,126.691083000272,"2016","제주특별자치도"
"52","Scincella vandenburghi",37.0114920011436,128.270830999738,"2018","충청북도"
"53","Scincella vandenburghi",34.6034360004794,126.306494000081,"2018","전라남도"
"54","Scincella vandenburghi",37.1968560007677,128.144346999545,"2018","충청북도"
"55","Scincella vandenburghi",37.0578830010249,128.141143999651,"2018","충청북도"
"56","Scincella vandenburghi",36.1048080005482,128.274946999853,"2018","경상북도"
"57","Scincella vandenburghi",35.8258060013223,127.467527999618,"2018","전라북도"
"58","Scincella vandenburghi",35.8787670013171,128.396552000212,"2018","대구광역시"
"59","Scincella vandenburghi",34.5858190004455,126.420388999874,"2018","전라남도"
"60","Scincella vandenburghi",35.2862780012065,128.96994399969,"2018","경상남도"
"61","Scincella vandenburghi",37.2373860008422,129.299855999731,"2018","강원도"
