"","scientific_name","lat","long","year","region"
"1","Rana dybowskii",36.893056000574,128.515278000354,"2014","경상북도"
"2","Rana dybowskii",37.7777640013234,126.237444000119,"2014","인천광역시"
"3","Rana dybowskii",36.6478440007121,126.984610999831,"2014","충청남도"
"4","Rana dybowskii",37.7948610006708,127.172638999803,"2014","경기도"
"5","Rana dybowskii",36.5528610008218,126.856000000202,"2014","충청남도"
"6","Rana dybowskii",36.5457780010145,126.936222000291,"2014","충청남도"
"7","Rana dybowskii",36.8033330005655,128.574721999783,"2014","경상북도"
"8","Rana dybowskii",35.8556940009367,128.231110999839,"2014","경상북도"
"9","Rana dybowskii",35.4741670013075,128.319166999665,"2014","경상남도"
"10","Rana dybowskii",35.5200000010533,128.358889000137,"2014","경상남도"
"11","Rana dybowskii",37.7540670012554,126.462039000237,"2014","인천광역시"
"12","Rana dybowskii",36.6474670011362,126.897747000052,"2014","충청남도"
"13","Rana dybowskii",35.609167000856,128.022778000293,"2014","경상남도"
"14","Rana dybowskii",37.5843220012851,127.123456000484,"2014","경기도"
"15","Rana dybowskii",35.5229750011225,128.467714000068,"2014","경상남도"
"16","Rana dybowskii",37.7144580007956,127.659647000021,"2014","강원도"
"17","Rana dybowskii",37.7356690013099,127.608943999706,"2014","강원도"
"18","Rana dybowskii",36.9495830008262,126.602000000493,"2014","충청남도"
"19","Rana dybowskii",35.5951110012644,128.449474999975,"2014","경상남도"
"20","Rana dybowskii",35.7272220011467,129.057500000507,"2014","경상북도"
"21","Rana dybowskii",36.9119440008831,128.858610999697,"2014","경상북도"
"22","Rana dybowskii",36.7361670004946,126.469556000075,"2014","충청남도"
"23","Rana dybowskii",36.8277780005241,126.485333000284,"2014","충청남도"
"24","Rana dybowskii",36.5105280008759,126.713222000093,"2014","충청남도"
"25","Rana dybowskii",35.6844360006657,128.318168999713,"2014","경상북도"
"26","Rana dybowskii",35.7234440010401,128.119056000144,"2014","경상남도"
"27","Rana dybowskii",35.3877780005933,128.220833000322,"2014","경상남도"
