"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","elevation","preparations"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.214333,127.269586,"ASIA","Chungcheongnam-do",2024,4,26,"cdc,cdround","https://www.inaturalist.org/observations/209300576","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852083000","209300576",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",37.465971,126.883999,"ASIA","Seoul",2024,4,14,"cdc,cdround","https://www.inaturalist.org/observations/209494032","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4853073757","209494032",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759346,126.29419,"ASIA","Chungcheongnam-do",2024,4,26,"cdc,cdround","https://www.inaturalist.org/observations/209543206","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4853048916","209543206",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.700581,127.125612,"ASIA","Jeollabuk-do",2024,4,21,"cdc,cdround","https://www.inaturalist.org/observations/216054994","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867974967","216054994",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.509411,126.901612,"ASIA","Jeollabuk-do",2024,5,5,"cdc","https://www.inaturalist.org/observations/213868205","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4854972569","213868205",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.392165,128.26894,"ASIA","Gyeongsangnam-do",2024,5,6,"cdc,cdround","https://www.inaturalist.org/observations/213900429","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4863698946","213900429",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.750867,128.091917,"ASIA","Gyeongsangnam-do",2024,5,8,"cdc,cdround","https://www.inaturalist.org/observations/214478344","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4863494590","214478344",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.994649,128.680995,"ASIA","Gyeongsangbuk-do",2024,5,9,"cdc,cdround","https://www.inaturalist.org/observations/214509340","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4863726384","214509340",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.999636,128.620772,"ASIA","Gyeongsangbuk-do",2024,5,10,"cdc,cdround","https://www.inaturalist.org/observations/214717589","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4863919490","214717589",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",37.865606,127.730945,"ASIA","Gangwon-do",2024,5,18,"cdc,cdround","https://www.inaturalist.org/observations/216507495","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4868060992","216507495",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.81948,127.175365,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217169835","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867618120","217169835",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.819842,127.176414,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217170050","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867638754","217170050",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.820003,127.176891,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217170243","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867687209","217170243",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.819269,127.177461,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217170609","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867782413","217170609",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.818956,127.177664,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217170710","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867847424","217170710",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.818749,127.177848,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217170843","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867805566","217170843",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.818647,127.177906,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217170932","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867830020","217170932",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.818548,127.178058,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217171174","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867785166","217171174",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.81851,127.17812,"ASIA","Jeollabuk-do",2024,5,16,"cdc","https://www.inaturalist.org/observations/217171253","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4868087148","217171253",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.818506,127.1782,"ASIA","Jeollabuk-do",2024,5,16,"cdc,cdround","https://www.inaturalist.org/observations/217171642","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867591959","217171642",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.818511,127.178251,"ASIA","Jeollabuk-do",2024,5,16,"cdc","https://www.inaturalist.org/observations/217171741","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867909329","217171741",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.818122,127.179,"ASIA","Jeollabuk-do",2024,5,16,"cdc","https://www.inaturalist.org/observations/217171853","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4868029847","217171853",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",34.910107,126.440506,"ASIA","Jeollanam-do",2024,5,30,"cdc,cdround","https://www.inaturalist.org/observations/219300336","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4875152760","219300336",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.020042,126.994217,"ASIA","Jeollabuk-do",2024,6,13,"cdc,cdround","https://www.inaturalist.org/observations/222437588","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4900909019","222437588",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.022122,126.990862,"ASIA","Jeollabuk-do",2024,6,13,"cdc,cdround","https://www.inaturalist.org/observations/222437641","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4900927965","222437641",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.793381,128.493121,"ASIA","Daegu",2024,6,16,"cdc,cdround","https://www.inaturalist.org/observations/223049193","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901518256","223049193",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.667053,127.854203,"ASIA","Gyeongsangnam-do",2024,6,16,"cdc,cdround","https://www.inaturalist.org/observations/223075600","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901162853","223075600",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.762365,126.301714,"ASIA","Chungcheongnam-do",2024,6,18,"cdc","https://www.inaturalist.org/observations/223451096","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901692025","223451096",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",35.692133,126.606034,"ASIA","Jeollabuk-do",2024,6,18,"cdc,cdround","https://www.inaturalist.org/observations/223486215","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901266734","223486215",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759943,126.293647,"ASIA","Chungcheongnam-do",2023,3,7,"cdc,cdround","https://www.inaturalist.org/observations/150481294","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4054801288","150481294",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759929,126.293499,"ASIA","Chungcheongnam-do",2023,3,7,"cdc,cdround","https://www.inaturalist.org/observations/150481336","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4054892252","150481336",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.758922,126.29324,"ASIA","Chungcheongnam-do",2023,3,8,"cdc,cdround","https://www.inaturalist.org/observations/150553055","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062954649","150553055",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759633,126.295057,"ASIA","Chungcheongnam-do",2023,3,8,"cdc,cdround","https://www.inaturalist.org/observations/150553065","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062975628","150553065",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.75943,126.291172,"ASIA","Chungcheongnam-do",2023,3,8,"cdc,cdround","https://www.inaturalist.org/observations/150553084","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075607896","150553084",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759895,126.29386,"ASIA","Chungcheongnam-do",2023,3,8,"cdc","https://www.inaturalist.org/observations/150553089","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062722663","150553089",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759882,126.293873,"ASIA","Chungcheongnam-do",2023,3,8,"cdc,cdround","https://www.inaturalist.org/observations/150553101","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4063092641","150553101",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759982,126.293631,"ASIA","Chungcheongnam-do",2023,3,8,"cdc,cdround","https://www.inaturalist.org/observations/150567507","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062554667","150567507",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759146,126.293077,"ASIA","Chungcheongnam-do",2023,3,8,"cdc,cdround","https://www.inaturalist.org/observations/150567524","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062889676","150567524",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759935,126.293998,"ASIA","Chungcheongnam-do",2023,3,9,"cdc,cdround","https://www.inaturalist.org/observations/150644314","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075581948","150644314",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.753808,126.307785,"ASIA","Chungcheongnam-do",2023,3,9,"cdc,cdround","https://www.inaturalist.org/observations/150644322","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062915775","150644322",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.749852,126.408117,"ASIA","Chungcheongnam-do",2023,3,9,"cdc,cdround","https://www.inaturalist.org/observations/150644395","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062686762","150644395",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.749918,126.40788,"ASIA","Chungcheongnam-do",2023,3,9,"cdc,cdround","https://www.inaturalist.org/observations/150644433","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062594752","150644433",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759884,126.2939,"ASIA","Chungcheongnam-do",2023,3,10,"cdc,cdround","https://www.inaturalist.org/observations/150698737","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075589888","150698737",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759414,126.294157,"ASIA","Chungcheongnam-do",2023,3,10,"cdc,cdround","https://www.inaturalist.org/observations/150698757","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075562954","150698757",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.789299,126.285043,"ASIA","Chungcheongnam-do",2023,3,10,"cdc,cdround","https://www.inaturalist.org/observations/150717716","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075676911","150717716",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.613814,127.462152,"ASIA","Chungcheongbuk-do",2023,3,6,"cdc,cdround","https://www.inaturalist.org/observations/150726072","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062553876","150726072",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.71328,126.980436,"ASIA","Chungcheongnam-do",2023,3,10,"cdc,cdround","https://www.inaturalist.org/observations/150782539","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4062564959","150782539",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",37.752381,126.720349,"ASIA","Gyeonggi-do",2023,3,17,"cdc,cdround","https://www.inaturalist.org/observations/151368681","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4080953531","151368681",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",37.750985,126.721974,"ASIA","Gyeonggi-do",2023,3,17,"cdc,cdround","https://www.inaturalist.org/observations/151379830","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4067666037","151379830",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",37.751312,126.721461,"ASIA","Gyeonggi-do",2023,3,17,"cdc,cdround","https://www.inaturalist.org/observations/151380095","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4080926538","151380095",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.784416,126.29206,"ASIA","Chungcheongnam-do",2023,3,17,"cdc,cdround","https://www.inaturalist.org/observations/151387876","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4076234910","151387876",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.759166,126.294459,"ASIA","Chungcheongnam-do",2023,3,17,"cdc,cdround","https://www.inaturalist.org/observations/151387896","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4076244965","151387896",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.446056,127.008663,"ASIA","Chungcheongnam-do",2023,3,24,"cdc,cdround","https://www.inaturalist.org/observations/152100700","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4080603549","152100700",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.789762,126.285283,"ASIA","Chungcheongnam-do",2023,3,25,"cdc,cdround","https://www.inaturalist.org/observations/152349596","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075935522","152349596",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bufo gargarizans",36.789143,126.286188,"ASIA","Chungcheongnam-do",2023,3,25,"cdc,cdround","https://www.inaturalist.org/observations/152349622","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4076313562","152349622",NA,NA,NA,NA
