"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.709962,128.041366,"ASIA","Gyeongsangnam-do",2024,4,12,"cdc,cdround","https://www.inaturalist.org/observations/206759729","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846797978","206759729",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.795098,128.488576,"ASIA","Daegu",2024,4,14,"cdc,cdround","https://www.inaturalist.org/observations/207111177","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846972673","207111177",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.795095,128.488576,"ASIA","Daegu",2024,4,14,"cdc,cdround","https://www.inaturalist.org/observations/207111197","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846983980","207111197",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.795135,128.488644,"ASIA","Daegu",2024,4,14,"cdc,cdround","https://www.inaturalist.org/observations/207111220","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4847239848","207111220",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.795156,128.488641,"ASIA","Daegu",2024,4,14,"cdc,cdround","https://www.inaturalist.org/observations/207111243","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4847192694","207111243",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.795135,128.488605,"ASIA","Daegu",2024,4,14,"cdc,cdround","https://www.inaturalist.org/observations/207111254","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846972674","207111254",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",37.456958,128.142923,"ASIA","Gangwon-do",2024,4,15,"cdc,cdround","https://www.inaturalist.org/observations/207328682","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4847240663","207328682",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",36.727006,128.843658,"ASIA","Gyeongsangbuk-do",2024,4,18,"cdc,cdround","https://www.inaturalist.org/observations/207882697","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852282848","207882697",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",36.540331,128.552753,"ASIA","Gyeongsangbuk-do",2024,4,19,"cdc,cdround","https://www.inaturalist.org/observations/208025343","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852856003","208025343",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",36.19381,127.333895,"ASIA","Chungcheongnam-do",2024,4,20,"cdc,cdround","https://www.inaturalist.org/observations/208253213","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852823018","208253213",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",36.191014,127.333245,"ASIA","Chungcheongnam-do",2024,4,20,"cdc,cdround","https://www.inaturalist.org/observations/208253544","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852950233","208253544",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",36.201329,127.3433,"ASIA","Chungcheongnam-do",2024,4,20,"cdc,cdround","https://www.inaturalist.org/observations/208254812","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852127303","208254812",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.932446,127.20669,"ASIA","Jeollabuk-do",2024,4,21,"cdc,cdround","https://www.inaturalist.org/observations/208449521","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852854717","208449521",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",36.396545,129.155766,"ASIA","Gyeongsangbuk-do",2024,4,21,"cdc,cdround","https://www.inaturalist.org/observations/209229323","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852978832","209229323",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",36.301874,127.335015,"ASIA","Chungcheongnam-do",2024,4,25,"cdc,cdround","https://www.inaturalist.org/observations/209300661","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852943202","209300661",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",37.440912,127.052809,"ASIA","Seoul",2024,4,27,"cdc,cdround","https://www.inaturalist.org/observations/209994868","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4853052229","209994868",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.781619,128.491306,"ASIA","Daegu",2024,4,28,"cdc,cdround","https://www.inaturalist.org/observations/210613287","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852475341","210613287",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bombina orientalis",35.790701,128.496773,"ASIA","Daegu",2024,4,28,"cdc,cdround","https://www.inaturalist.org/observations/210718546","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4852574994","210718546",NA,NA,NA,NA
