"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","preparations"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.134506,125.831715,NA,"Incheon",2023,7,2,"cdround","https://www.inaturalist.org/observations/170562395","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4145660562","170562395",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.01721,125.989779,"ASIA","Incheon",2023,7,2,"cdc,cdround","https://www.inaturalist.org/observations/170604842","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4145668586","170604842",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",34.748922,126.145576,"ASIA","Jeollanam-do",2023,7,25,"cdc,cdround","https://www.inaturalist.org/observations/174811275","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4165645983","174811275",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.955082,127.744936,"ASIA","Gangwon-do",2023,8,9,"cdc,cdround","https://www.inaturalist.org/observations/177442541","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4177095299","177442541",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.794078,127.21358,"ASIA","Chungcheongnam-do",2023,8,9,"cdc,cdround","https://www.inaturalist.org/observations/177475959","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4177042658","177475959",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",35.984262,129.397505,"ASIA","Gyeongsangbuk-do",2023,8,12,"cdc,cdround","https://www.inaturalist.org/observations/178194077","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4177208074","178194077",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.433963,128.60527,"ASIA","Gyeongsangbuk-do",2023,8,21,"cdc,cdround","https://www.inaturalist.org/observations/179505152","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405001629","179505152",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.25838,127.967335,"ASIA","Gangwon-do",2023,8,22,"cdc,cdround","https://www.inaturalist.org/observations/179611632","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400273595","179611632",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.943913,128.147136,"ASIA","Chungcheongbuk-do",2023,9,10,"cdc,cdround","https://www.inaturalist.org/observations/182559596","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4413707382","182559596",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",35.679295,127.388429,"ASIA","Jeollabuk-do",2023,10,9,"cdc,cdround","https://www.inaturalist.org/observations/186700850","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424323935","186700850",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.794445,127.085992,"ASIA","Chungcheongnam-do",2023,10,25,"cdc,cdround","https://www.inaturalist.org/observations/188950924","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4436129189","188950924",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.278948,127.355635,"ASIA","Daejeon",2023,10,28,"cdc,cdround","https://www.inaturalist.org/observations/189185992","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4436188366","189185992",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.794708,127.231797,"ASIA","Chungcheongnam-do",2023,10,29,"cdc,cdround","https://www.inaturalist.org/observations/189403502","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4597286430","189403502",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",34.976404,126.147025,"ASIA","Jeollanam-do",2022,5,6,"cdc,cdround","https://www.inaturalist.org/observations/115672031","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772923709","115672031",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",34.98269,126.166706,"ASIA","Jeollanam-do",2022,5,7,"cdc,cdround","https://www.inaturalist.org/observations/116222793","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772633832","116222793",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",38.135102,128.066646,"ASIA","Gangwon-do",2022,5,29,"cdc,cdround","https://www.inaturalist.org/observations/119147208","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858519476","119147208",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",35.900013,128.540157,"ASIA","Daegu",2022,5,23,"cdc,cdround","https://www.inaturalist.org/observations/129353851","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892270485","129353851",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.129012,127.638899,"ASIA","Gyeonggi-do",2022,5,9,"cdc,cdround","https://www.inaturalist.org/observations/164774658","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846791029","164774658",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.665225,127.506701,"ASIA","Chungcheongbuk-do",2022,6,23,"cdc,cdround","https://www.inaturalist.org/observations/123062995","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860776796","123062995",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",38.062655,127.645942,"ASIA","Gangwon-do",2022,6,28,"cdc,cdround","https://www.inaturalist.org/observations/123832822","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860621457","123832822",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.667973,126.198447,"ASIA","Incheon",2022,6,26,"cdc,cdround","https://www.inaturalist.org/observations/130081782","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892442550","130081782",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.458133,128.145837,"ASIA","Gangwon-do",2022,8,3,"cdc,cdround","https://www.inaturalist.org/observations/129400222","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3889036599","129400222",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.780858,126.153645,"ASIA","Chungcheongnam-do",2022,8,4,"cdc,cdround","https://www.inaturalist.org/observations/129522169","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888839075","129522169",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.604489,126.136853,"ASIA","Chungcheongnam-do",2022,8,6,"cdc,cdround","https://www.inaturalist.org/observations/129645957","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888831811","129645957",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.7815,126.10151,"ASIA","Chungcheongnam-do",2022,8,7,"cdc,cdround","https://www.inaturalist.org/observations/129768282","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892402511","129768282",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.968484,127.81761,"ASIA","Gangwon-do",2022,8,13,"cdc,cdround","https://www.inaturalist.org/observations/130615733","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892600901","130615733",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.673575,128.15199,"ASIA","Gyeongsangbuk-do",2022,8,28,"cdc,cdround","https://www.inaturalist.org/observations/133167480","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3912119715","133167480",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.616776,126.15214,"ASIA","Chungcheongnam-do",2022,8,6,"cdc,cdround","https://www.inaturalist.org/observations/134262093","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903415714","134262093",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.756034,126.038417,NA,"Chungcheongnam-do",2022,8,5,"cdround","https://www.inaturalist.org/observations/134262153","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903487614","134262153",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.738973,126.183325,"ASIA","Chungcheongnam-do",2022,8,7,"cdc,cdround","https://www.inaturalist.org/observations/134262258","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903367290","134262258",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",35.585471,126.817263,"ASIA","Jeollabuk-do",2022,9,20,"cdc,cdround","https://www.inaturalist.org/observations/135760745","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3912341831","135760745",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",38.062663,127.74794,"ASIA","Gangwon-do",2022,9,23,"cdc,cdround","https://www.inaturalist.org/observations/136135283","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947641828","136135283",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",35.740172,126.603959,"ASIA","Jeollabuk-do",2022,9,24,"cdc","https://www.inaturalist.org/observations/136243450","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3915600699","136243450",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.79133,127.076514,"ASIA","Chungcheongnam-do",2022,9,26,"cdc,cdround","https://www.inaturalist.org/observations/136651446","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3923531761","136651446",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",38.071062,127.731476,"ASIA","Gangwon-do",2022,9,27,"cdc,cdround","https://www.inaturalist.org/observations/136656900","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3915682442","136656900",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.70702,127.016328,"ASIA","Chungcheongnam-do",2022,10,1,"cdc,cdround","https://www.inaturalist.org/observations/137214488","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3923581270","137214488",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.791395,127.077003,"ASIA","Chungcheongnam-do",2022,10,16,"cdc,cdround","https://www.inaturalist.org/observations/138979813","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947484695","138979813",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.79142,127.077111,"ASIA","Chungcheongnam-do",2022,10,22,"cdc,cdround","https://www.inaturalist.org/observations/139672485","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947511393","139672485",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.791412,127.077003,"ASIA","Chungcheongnam-do",2022,10,22,"cdc,cdround","https://www.inaturalist.org/observations/139672692","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947459483","139672692",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.123701,127.639898,"ASIA","Gyeonggi-do",2022,10,19,"cdc,cdround","https://www.inaturalist.org/observations/164815108","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129743007","164815108",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.58359,127.422203,"ASIA","Chungcheongbuk-do",2021,5,19,"cdc,cdround","https://www.inaturalist.org/observations/147179876","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4022385463","147179876",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.22845,126.085117,"ASIA","Chungcheongnam-do",2021,5,12,"cdc,cdround","https://www.inaturalist.org/observations/157124590","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4102657102","157124590",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",35.63786,126.955776,"ASIA","Jeollabuk-do",2021,5,7,"cdc,cdround","https://www.inaturalist.org/observations/77717425","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113428664","77717425",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.168037,126.31358,"ASIA","Incheon",2021,6,20,"cdc,cdround","https://www.inaturalist.org/observations/181557319","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4407512095","181557319",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.842779,127.464079,"ASIA","Chungcheongbuk-do",2021,6,20,"cdc,cdround","https://www.inaturalist.org/observations/187869515","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4431132113","187869515",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.590385,126.837229,"ASIA","Gyeonggi-do",2021,7,4,"cdc,cdround","https://www.inaturalist.org/observations/85568345","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3333066506","85568345",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.613249,127.463035,"ASIA","Chungcheongbuk-do",2021,7,20,"cdc,cdround","https://www.inaturalist.org/observations/87921890","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330658347","87921890",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",38.022174,127.883015,"ASIA","Gangwon-do",2021,7,25,"cdc,cdround","https://www.inaturalist.org/observations/88529484","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333052990","88529484",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.613525,127.462313,"ASIA","Chungcheongbuk-do",2021,8,5,"cdc,cdround","https://www.inaturalist.org/observations/91000850","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337683059","91000850",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",38.146533,127.963065,"ASIA","Gangwon-do",2021,8,21,"cdc,cdround","https://www.inaturalist.org/observations/91969570","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3344052845","91969570",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",35.836234,127.494427,"ASIA","Jeollabuk-do",2021,9,4,"cdc,cdround","https://www.inaturalist.org/observations/93562582","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355341804","93562582",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.985817,127.198353,"ASIA","Gyeonggi-do",2021,9,17,"cdc,cdround","https://www.inaturalist.org/observations/95141150","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384681263","95141150",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.456123,128.143048,"ASIA","Gangwon-do",2021,12,9,"cdc,cdround","https://www.inaturalist.org/observations/102760729","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456998866","102760729",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.563156,128.23566,"ASIA","Gyeongsangbuk-do",2020,6,16,"cdc,cdround","https://www.inaturalist.org/observations/49790335","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2803081247","49790335",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.091389,127.589722,"ASIA","Gyeonggi-do",2020,6,16,"cdc,cdround","https://www.inaturalist.org/observations/49834701","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813893745","49834701",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.698033,126.580063,"ASIA","Chungcheongnam-do",2020,6,16,"cdc,cdround","https://www.inaturalist.org/observations/56022187","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888771337","56022187",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.937778,128.145,"ASIA","Chungcheongbuk-do",2020,7,11,"cdc,cdround","https://www.inaturalist.org/observations/52676191","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031584797","52676191",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",36.430556,126.401667,"ASIA","Chungcheongnam-do",2020,8,10,"cdc,cdround","https://www.inaturalist.org/observations/56202101","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031942890","56202101",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius brevicauda",37.758889,126.622222,"ASIA","Gyeonggi-do",2020,8,25,"cdc,cdround","https://www.inaturalist.org/observations/57523847","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044925617","57523847",NA,NA,NA
