"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","elevationAccuracy","preparations","type","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.529583,129.292015,"ASIA","Ulsan",2015,2,20,"cdc,cdround","https://www.inaturalist.org/observations/16163509","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914197301","16163509",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.561821,129.364793,"ASIA","Ulsan",2015,2,20,"cdc,cdround","https://www.inaturalist.org/observations/16163510","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914197302","16163510",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.235697,129.246738,"ASIA","Busan",2014,2,6,"cdc,cdround","https://www.inaturalist.org/observations/527714","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1880666778","527714",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.379609,129.322899,"ASIA","Busan",2014,3,23,"cdc,cdround","https://www.inaturalist.org/observations/4674273","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1880665963","4674273",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.390688,129.381472,"ASIA","Busan",2014,3,23,"cdc,cdround","https://www.inaturalist.org/observations/600629","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1065576571","600629",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.377345,129.212779,"ASIA","Busan",2012,3,27,"cdc,cdround","https://www.inaturalist.org/observations/17446524","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1931487175","17446524",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.05129,129.059928,"ASIA","Busan",2011,2,17,"cdc,cdround","https://www.inaturalist.org/observations/143497","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1880660868","143497",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.215964,129.242402,"ASIA","Busan",2011,3,31,"cdc,cdround","https://www.inaturalist.org/observations/2564545","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1880662474","2564545",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.357253,129.354276,"ASIA","Busan",2009,2,18,"cdc,cdround","https://www.inaturalist.org/observations/2498008","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1880662318","2498008",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.226483,129.215884,"ASIA","Busan",2009,2,28,"cdc,cdround","https://www.inaturalist.org/observations/26212","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1880662549","26212",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.347516,129.244819,"ASIA","Busan",2008,2,23,"cdc,cdround","https://www.inaturalist.org/observations/1198583","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1065599292","1198583",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.320309,129.24196,"ASIA","Busan",2008,2,24,"cdc,cdround","https://www.inaturalist.org/observations/18124050","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1935606305","18124050",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius yangi",35.352073,129.267385,"ASIA","Busan",2008,2,22,"cdc,cdround","https://www.inaturalist.org/observations/2491442","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1880662264","2491442",NA,NA,NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Hynobius yangi",35.316667,129.283333,"ASIA",NA,1995,5,10,"cdc,conti,cdround,cudc,colmafu,inmafu","http://arctos.database.museum/guid/MVZ:Herp:247158","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145560321","MVZ:Herp:247158",45,0,"whole organism (ethanol)","PhysicalObject","Hyoam-ri, Jangan-eup, Gijang-gun, Busan-shi, Korea"
