"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.686596,127.240372,"ASIA","Chungcheongnam-do",2023,5,23,"cdc,cdround","https://www.inaturalist.org/observations/163267078","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4121480692","163267078",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.217764,127.339632,"ASIA","Chungcheongnam-do",2023,5,7,"cdc,cdround","https://www.inaturalist.org/observations/163474793","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4126953604","163474793",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.794731,127.211521,"ASIA","Chungcheongnam-do",2023,5,25,"cdc,cdround","https://www.inaturalist.org/observations/163613785","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4126940702","163613785",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",38.03121,127.675241,"ASIA","Gangwon-do",2023,5,30,"cdc,cdround","https://www.inaturalist.org/observations/164621888","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4127290965","164621888",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",38.038138,128.349689,"ASIA","Gangwon-do",2023,5,21,"cdc,cdround","https://www.inaturalist.org/observations/168933347","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138422506","168933347",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.741488,126.588417,"ASIA","Chungcheongnam-do",2023,5,19,"cdc,cdround","https://www.inaturalist.org/observations/172627100","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4162196628","172627100",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.79462,127.209947,"ASIA","Chungcheongnam-do",2023,6,1,"cdc,cdround","https://www.inaturalist.org/observations/164944373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129858878","164944373",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",36.878063,127.247513,"ASIA","Gyeonggi-do",2023,6,3,"cdc,cdround","https://www.inaturalist.org/observations/165268311","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4130036792","165268311",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",34.801774,128.694535,"ASIA","Gyeongsangnam-do",2023,6,4,"cdc,cdround","https://www.inaturalist.org/observations/165402064","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129712256","165402064",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius ussuriensis",37.764889,127.647224,"ASIA","Gangwon-do",2023,6,13,"cdc,cdround","https://www.inaturalist.org/observations/167175220","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4134172605","167175220",NA,NA,NA,NA
