"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.683863,127.895894,"ASIA","Gyeongsangnam-do",2023,6,3,"cdc,cdround","https://www.inaturalist.org/observations/165290753","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129939803","165290753",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.682908,127.898615,"ASIA","Gyeongsangnam-do",2023,6,4,"cdc,cdround","https://www.inaturalist.org/observations/165498915","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129752070","165498915",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.682902,127.898613,"ASIA","Gyeongsangnam-do",2023,6,5,"cdc,cdround","https://www.inaturalist.org/observations/165713276","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4133642658","165713276",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.754615,127.828436,"ASIA","Gangwon-do",2023,6,14,"cdc,cdround","https://www.inaturalist.org/observations/167327812","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4137809538","167327812",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.613262,127.467766,"ASIA","Chungcheongbuk-do",2023,6,2,"cdc,cdround","https://www.inaturalist.org/observations/201850983","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4596884237","201850983",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687208,127.921412,"ASIA","Gyeongsangnam-do",2023,7,8,"cdc,cdround","https://www.inaturalist.org/observations/171723098","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4153466000","171723098",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.522761,127.011962,"ASIA","Seoul",2023,7,19,"cdc,cdround","https://www.inaturalist.org/observations/173771645","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171265187","173771645",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.753008,127.167918,"ASIA","Gyeonggi-do",2023,8,20,"cdc,cdround","https://www.inaturalist.org/observations/179262720","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400413212","179262720",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.754013,127.168137,"ASIA","Gyeonggi-do",2023,8,20,"cdc,cdround","https://www.inaturalist.org/observations/179278401","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4399892011","179278401",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.901881,127.082561,"ASIA","Gyeonggi-do",2023,8,21,"cdc,cdround","https://www.inaturalist.org/observations/179507203","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400395909","179507203",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.736704,127.844752,"ASIA","Gyeongsangnam-do",2023,8,25,"cdc,cdround","https://www.inaturalist.org/observations/180092354","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440614978","180092354",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.684656,127.914699,"ASIA","Gyeongsangnam-do",2023,8,25,"cdc,cdround","https://www.inaturalist.org/observations/180108725","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405339422","180108725",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687596,127.888454,"ASIA","Gyeongsangnam-do",2023,8,26,"cdc,cdround","https://www.inaturalist.org/observations/180262577","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440754965","180262577",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687498,127.888738,"ASIA","Gyeongsangnam-do",2023,8,26,"cdc,cdround","https://www.inaturalist.org/observations/180262670","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440614984","180262670",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687572,127.888465,"ASIA","Gyeongsangnam-do",2023,8,25,"cdc,cdround","https://www.inaturalist.org/observations/180265476","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440778941","180265476",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687543,127.888599,"ASIA","Gyeongsangnam-do",2023,8,25,"cdc,cdround","https://www.inaturalist.org/observations/180265589","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440607956","180265589",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687554,127.888798,"ASIA","Gyeongsangnam-do",2023,8,25,"cdc,cdround","https://www.inaturalist.org/observations/180265846","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440731960","180265846",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.687553,127.888592,"ASIA","Gyeongsangnam-do",2023,8,25,"cdc,cdround","https://www.inaturalist.org/observations/180265847","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440782948","180265847",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.685214,127.915494,"ASIA","Gyeongsangnam-do",2023,8,27,"cdc,cdround","https://www.inaturalist.org/observations/180423048","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440872041","180423048",NA,NA
