"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.236449,128.608352,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545041","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525172955","199545041"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.236444,128.608451,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545161","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525188887","199545161"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.237298,128.608565,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545179","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525269949","199545179"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.237065,128.608212,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545280","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525150950","199545280"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.236005,128.608108,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545290","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525264013","199545290"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.236976,128.608348,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545308","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525247796","199545308"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.237168,128.608396,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545338","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525175800","199545338"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.237366,128.608039,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545368","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525206885","199545368"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.237134,128.608193,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545383","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525154043","199545383"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.237277,128.610966,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545407","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525240885","199545407"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.237181,128.610984,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545431","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525155045","199545431"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.239034,128.611766,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545458","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525247799","199545458"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.239425,128.611602,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545482","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525170008","199545482"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.239379,128.610765,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199545517","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525240887","199545517"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320695,128.195639,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881668","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535931927","200881668"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320736,128.195793,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881671","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535904933","200881671"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320743,128.195826,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881692","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535926890","200881692"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320194,128.196262,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881702","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535700921","200881702"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320253,128.19616,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881713","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535918887","200881713"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320371,128.195963,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881745","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535932883","200881745"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320025,128.196106,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881750","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535686988","200881750"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.326104,128.195753,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881766","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535930894","200881766"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320183,128.196162,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535700923","200881786"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius perplicatus",35.320637,128.195811,"ASIA","Gyeongsangnam-do",2024,3,1,"cdc,cdround","https://www.inaturalist.org/observations/200881799","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4535657874","200881799"
