"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","preparations","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",37.862328,127.736169,"ASIA","Gangwon-do",2023,6,7,"cdc,cdround","https://www.inaturalist.org/observations/166007189","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4133599908","166007189",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",33.520289,130.534869,"ASIA","Fukuoka",2023,6,7,"cdc,cdround","https://www.inaturalist.org/observations/166056411","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4133812977","166056411",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",35.727123,127.855207,"ASIA","Gyeongsangnam-do",2022,5,21,"cdc,cdround","https://www.inaturalist.org/observations/118014006","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802679567","118014006",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",35.695928,127.864817,"ASIA","Gyeongsangnam-do",2021,4,25,"cdc,cdround","https://www.inaturalist.org/observations/75167202","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109034921","75167202",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",37.400783,127.105144,"ASIA","Gyeonggi-do",2020,7,30,"cdc,cdround","https://www.inaturalist.org/observations/145796290","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4014862820","145796290",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",35.29751,127.968894,"ASIA","Gyeongsangnam-do",2020,8,14,"cdc,cdround","https://www.inaturalist.org/observations/57630273","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856713322","57630273",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",33.52036,130.533886,"ASIA","Fukuoka",2019,7,11,"cdc,cdround","https://www.inaturalist.org/observations/29546453","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2294684693","29546453",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",35.843549,128.56135,"ASIA","Daegu",2018,6,6,"cdc,cdround","https://www.inaturalist.org/observations/13171792","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1850920875","13171792",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",37.570357,126.99294,"ASIA","Seoul",2017,9,8,"cdc,cdround","https://www.inaturalist.org/observations/20394659","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2005354506","20394659",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",35.694808,127.910013,"ASIA","Gyeongsangnam-do",2013,5,31,"cdc,cdround","https://www.inaturalist.org/observations/70554616","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061755549","70554616",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",36.660487,126.642312,"ASIA","Chungcheongnam-do",2012,8,10,"cdc,cdround","https://www.inaturalist.org/observations/33794660","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2429359122","33794660",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",36.565358,128.678398,"ASIA","Gyeongsangbuk-do",2011,8,7,"cdc,cdround","https://www.inaturalist.org/observations/27160","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453074856","27160",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",36.751195,126.574559,"ASIA","Chungcheongnam-do",2011,8,20,"cdc,cdround","https://www.inaturalist.org/observations/28554","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453078303","28554",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",35.898506,128.568878,"ASIA","Daegu",2011,9,18,"cdc,cdround","https://www.inaturalist.org/observations/31821","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1920848328","31821",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",36.376791,127.408447,"ASIA","Daejeon",2011,10,9,"cdc,cdround","https://www.inaturalist.org/observations/34607","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1920848463","34607",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus sinensis",36.300939,127.417603,"ASIA","Daejeon",2009,5,26,"cdc","https://www.inaturalist.org/observations/2500272","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1920847947","2500272",NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Pelodiscus sinensis",36.456547,127.122553,"ASIA","South Chungcheong Prov.",1911,6,10,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543616109","31438","Alcohol","Gongju"
