"","scientific_name","lat","long","year","region","source"
"1","Onychodactylus koreanus",37.9312220013352,127.5889169995,"2014","경기도","NES"
"2","Onychodactylus koreanus",37.7356690013099,127.608943999706,"2014","강원도","NES"
"3","Onychodactylus koreanus",36.9813890012218,128.798888999448,"2014","경상북도","NES"
"4","Onychodactylus koreanus",36.9139750012482,129.231458000567,"2014","경상북도","NES"
"5","Onychodactylus koreanus",37.9911670011758,127.712556000409,"2014","강원도","NES"
"6","Onychodactylus koreanus",37.8755830006016,127.451131000147,"2014","경기도","NES"
"7","Onychodactylus koreanus",36.9053810011757,129.172000000469,"2014","경상북도","NES"
"8","Onychodactylus koreanus",37.9119250005797,127.476146999543,"2014","경기도","NES"
"9","Onychodactylus koreanus",37.8822920010248,127.308622000387,"2014","경기도","NES"
"10","Onychodactylus koreanus",37.7392000005064,127.470736000057,"2014","경기도","NES"
"11","Onychodactylus koreanus",35.5102780009166,128.081111000129,"2014","경상남도","NES"
"12","Onychodactylus koreanus",37.9854440007119,127.462608000415,"2014","경기도","NES"
"13","Onychodactylus koreanus",35.8640000011694,128.012667000337,"2014","경상북도","NES"
"14","Onychodactylus koreanus",37.9230500006831,127.393052999524,"2014","경기도","NES"
"15","Onychodactylus koreanus",35.736583000743,128.040806000275,"2014","경상남도","NES"
"16","Onychodactylus koreanus",37.6810830007654,127.760055999826,"2014","강원도","NES"
"17","Onychodactylus koreanus",35.6083330010699,128.276110999849,"2014","경상남도","NES"
"18","Onychodactylus koreanus",37.6629720013066,127.826722000121,"2014","강원도","NES"
"19","Onychodactylus koreanus",37.9021940010573,127.589777999632,"2014","경기도","NES"
"20","Onychodactylus koreanus",37.8218610005402,127.603471999661,"2014","강원도","NES"
"21","Onychodactylus koreanus",37.7803330010635,127.782666999759,"2014","강원도","NES"
"22","Onychodactylus koreanus",37.8458330005045,127.589860999612,"2014","강원도","NES"
"23","Onychodactylus koreanus",37.8223610006447,127.842833000136,"2014","강원도","NES"
"24","Onychodactylus koreanus",37.8175280009387,127.696000000196,"2014","강원도","NES"
"25","Onychodactylus koreanus",35.8597780007806,128.09288899998,"2014","경상북도","NES"
"26","Onychodactylus koreanus",37.7258060004839,127.612832999902,"2014","강원도","NES"
"27","Onychodactylus koreanus",37.9199420012143,127.436521999856,"2014","경기도","NES"
"28","Onychodactylus koreanus",35.6633060005732,128.052750000092,"2014","경상남도","NES"
"29","Onychodactylus koreanus",37.6905280008823,127.28802799944,"2014","경기도","NES"
"30","Onychodactylus koreanus",35.1978890006845,126.551305999687,"2015","전라남도","NES"
"31","Onychodactylus koreanus",38.2835890006111,128.753942,"2015",NA,"NES"
"32","Onychodactylus koreanus",38.387692000963,128.339707999796,"2015","강원도","NES"
"33","Onychodactylus koreanus",36.6126800007353,127.653610000552,"2015","충청북도","NES"
"34","Onychodactylus koreanus",36.6126800007353,127.653610000552,"2015","충청북도","NES"
"35","Onychodactylus koreanus",36.9944440009691,127.023610999959,"2015","경기도","NES"
"36","Onychodactylus koreanus",37.9192500011355,128.549483000019,"2016","강원도","NES"
"37","Onychodactylus koreanus",37.8932830012632,128.804735999461,"2016","강원도","NES"
"38","Onychodactylus koreanus",38.2182420006466,127.86575600023,"2016","강원도","NES"
"39","Onychodactylus koreanus",35.8338330011316,127.978582999595,"2018","경상남도","NES"
"40","Onychodactylus koreanus",37.2182690005652,129.172143999738,"2018","강원도","NES"
"41","Onychodactylus koreanus",37.2053690008122,128.718346999643,"2018","강원도","NES"
"42","Onychodactylus koreanus",36.0602220005487,128.528805999712,"2018","경상북도","NES"
"43","Onychodactylus koreanus",35.4682500009398,128.929805999906,"2018","경상남도","NES"
"44","Onychodactylus koreanus",37.1270640007027,128.42704400031,"2018","강원도","NES"
"45","Onychodactylus koreanus",37.0656440005567,128.978424999813,"2018","경상북도","NES"
"46","Onychodactylus koreanus",37.1031640007193,128.493193999503,"2018","충청북도","NES"
"47","Onychodactylus koreanus",37.1337390011152,128.867936000328,"2018","강원도","NES"
"48","Onychodactylus koreanus",36.0844560013354,128.511003000537,"2018","경상북도","NES"
"49","Onychodactylus koreanus",37.0399500013501,128.995096999626,"2018","경상북도","NES"
"50","Onychodactylus koreanus",37.0936360007869,128.710013999563,"2018","강원도","NES"
"51","Onychodactylus koreanus",37.2057560007037,128.723355999661,"2018","강원도","NES"
"52","Onychodactylus koreanus",37.2586190007962,129.110714000502,"2018","강원도","NES"
"53","Onychodactylus koreanus",37.0375810007595,128.855897000258,"2018","경상북도","NES"
"54","Onychodactylus koreanus",36.076206000515,128.451952999461,"2018","경상북도","NES"
"55","Onychodactylus koreanus",37.0964640009269,128.683366999561,"2018","강원도","NES"
"56","Onychodactylus koreanus",37.1943170009261,128.803171999576,"2018","강원도","NES"
"57","Onychodactylus koreanus",37.2373860008422,129.299855999731,"2018","강원도","NES"
"58","Onychodactylus koreanus",37.1747000012561,128.675588999784,"2018","강원도","NES"
"59","Onychodactylus koreanus",37.1067220013561,128.562932999959,"2018","강원도","NES"
"60","Onychodactylus koreanus",37.1040690006059,128.545082999709,"2018","강원도","NES"
"61","Onychodactylus koreanus",37.0108780007954,128.939928000052,"2018","경상북도","NES"
"62","Onychodactylus koreanus",37.2307810012217,128.838816999979,"2018","강원도","NES"
"63","Onychodactylus koreanus",37.242308001044,128.68669399972,"2018","강원도","NES"
"64","Onychodactylus koreanus",37.1933940012499,128.679017000133,"2018","강원도","NES"
"65","Onychodactylus koreanus",37.2312330005947,128.819442000472,"2018","강원도","NES"
"66","Onychodactylus koreanus",37.1002780011064,129.05508300023,"2018","강원도","NES"
"67","Onychodactylus koreanus",36.0324810008041,128.557483000073,"2018","경상북도","NES"
"68","Onychodactylus koreanus",37.2056330011745,128.731582999516,"2018","강원도","NES"
"69","Onychodactylus koreanus",35.6059550006453,127.680139999576,"2019","경상남도","NES"
"70","Onychodactylus koreanus",35.6021090012299,127.651700000188,"2019","경상남도","NES"
"71","Onychodactylus koreanus",35.6021090012299,127.651700000188,"2019","경상남도","NES"
"72","Onychodactylus koreanus",35.6022120009172,127.64055000039,"2019","경상남도","NES"
"73","Onychodactylus koreanus",35.6022120009172,127.64055000039,"2019","경상남도","NES"
"74","Onychodactylus koreanus",35.3840960004805,127.870869999662,"2019","경상남도","NES"
"75","Onychodactylus koreanus",35.3851510009208,127.819459999966,"2019","경상남도","NES"
"76","Onychodactylus koreanus",35.3851510009208,127.819459999966,"2019","경상남도","NES"
"77","Onychodactylus koreanus",35.4043330004439,127.777960000028,"2019","경상남도","NES"
"78","Onychodactylus koreanus",35.4114620007171,127.731010000432,"2019","경상남도","NES"
"79","Onychodactylus koreanus",36.9824220004954,128.049170000099,"2019","충청북도","NES"
"80","Onychodactylus koreanus",36.9824220004954,128.049170000099,"2019","충청북도","NES"
"81","Onychodactylus koreanus",36.9824220004954,128.049170000099,"2019","충청북도","NES"
"82","Onychodactylus koreanus",35.1766710008301,128.717990000491,"2019","경상남도","NES"
"83","Onychodactylus koreanus",36.9804840010764,127.994949999532,"2019","충청북도","NES"
"84","Onychodactylus koreanus",36.9804840010764,127.994949999532,"2019","충청북도","NES"
"85","Onychodactylus koreanus",35.1680480006478,128.490549999579,"2019","경상남도","NES"
"86","Onychodactylus koreanus",35.414602001231,128.202140000264,"2019","경상남도","NES"
"87","Onychodactylus koreanus",38.1281360008166,127.15402999967,"2019","경기도","NES"
"88","Onychodactylus koreanus",38.2098360012483,127.152810000405,"2019","경기도","NES"
"89","Onychodactylus koreanus",35.3248320008103,129.139320000292,"2019","부산광역시","NES"
"90","Onychodactylus koreanus",35.5311600005908,129.025879999851,"2019","울산광역시","NES"
"91","Onychodactylus koreanus",37.788769001147,127.201870000038,"2019","경기도","NES"
"92","Onychodactylus koreanus",37.795916001155,127.204489999482,"2019","경기도","NES"
"93","Onychodactylus koreanus",36.7787860010691,128.928229999608,"2019","경상북도","NES"
"94","Onychodactylus koreanus",36.8024130009496,128.903610000054,"2019","경상북도","NES"
"95","Onychodactylus koreanus",36.9168260005787,128.402149999907,"2019","충청북도","NES"
"96","Onychodactylus koreanus",36.8599180012212,128.242520000299,"2019","경상북도","NES"
"97","Onychodactylus koreanus",36.8805210010563,128.13414000021,"2019","충청북도","NES"
"98","Onychodactylus koreanus",36.8853450005083,128.190370000202,"2019","충청북도","NES"
"99","Onychodactylus koreanus",36.8853450005083,128.190370000202,"2019","충청북도","NES"
"100","Onychodactylus koreanus",36.8568430007118,128.486210000168,"2019","경상북도","NES"
"101","Onychodactylus koreanus",36.8517520010807,128.423690000027,"2019","충청북도","NES"
"102","Onychodactylus koreanus",36.8517520010807,128.423690000027,"2019","충청북도","NES"
"103","Onychodactylus koreanus",35.1883190004582,129.161200000082,"2019","부산광역시","NES"
"104","Onychodactylus koreanus",35.3484900005547,127.856969999906,"2019","경상남도","NES"
"105","Onychodactylus koreanus",35.3484900005547,127.856969999906,"2019","경상남도","NES"
"106","Onychodactylus koreanus",36.9038000010424,129.198009999765,"2019","경상북도","NES"
"107","Onychodactylus koreanus",37.9312220013352,127.5889169995,"2014","경기도","NES"
"108","Onychodactylus koreanus",37.8755830006016,127.451131000147,"2014","경기도","NES"
"109","Onychodactylus koreanus",37.9119250005797,127.476146999543,"2014","경기도","NES"
"110","Onychodactylus koreanus",37.8822920010248,127.308622000387,"2014","경기도","NES"
"111","Onychodactylus koreanus",37.7392000005064,127.470736000057,"2014","경기도","NES"
"112","Onychodactylus koreanus",37.9854440007119,127.462608000415,"2014","경기도","NES"
"113","Onychodactylus koreanus",37.9230500006831,127.393052999524,"2014","경기도","NES"
"114","Onychodactylus koreanus",37.9021940010573,127.589777999632,"2014","경기도","NES"
"115","Onychodactylus koreanus",37.9199420012143,127.436521999856,"2014","경기도","NES"
"116","Onychodactylus koreanus",37.6905280008823,127.28802799944,"2014","경기도","NES"
"117","Onychodactylus koreanus",36.9944440009691,127.023610999959,"2015","경기도","NES"
"118","Onychodactylus koreanus",36.9944440009691,127.023610999959,"2015","경기도","NES"
"119","Onychodactylus koreanus",37.7356690013099,127.608943999706,"2014","강원도","NES"
"120","Onychodactylus koreanus",37.9911670011758,127.712556000409,"2014","강원도","NES"
"121","Onychodactylus koreanus",37.6810830007654,127.760055999826,"2014","강원도","NES"
"122","Onychodactylus koreanus",37.6629720013066,127.826722000121,"2014","강원도","NES"
"123","Onychodactylus koreanus",37.8218610005402,127.603471999661,"2014","강원도","NES"
"124","Onychodactylus koreanus",37.7803330010635,127.782666999759,"2014","강원도","NES"
"125","Onychodactylus koreanus",37.8458330005045,127.589860999612,"2014","강원도","NES"
"126","Onychodactylus koreanus",37.8223610006447,127.842833000136,"2014","강원도","NES"
"127","Onychodactylus koreanus",37.8175280009387,127.696000000196,"2014","강원도","NES"
"128","Onychodactylus koreanus",37.7258060004839,127.612832999902,"2014","강원도","NES"
"129","Onychodactylus koreanus",38.387692000963,128.339707999796,"2015","강원도","NES"
"130","Onychodactylus koreanus",37.9192500011355,128.549483000019,"2016","강원도","NES"
"131","Onychodactylus koreanus",37.8932830012632,128.804735999461,"2016","강원도","NES"
"132","Onychodactylus koreanus",38.2182420006466,127.86575600023,"2016","강원도","NES"
"133","Onychodactylus koreanus",37.2182690005652,129.172143999738,"2018","강원도","NES"
"134","Onychodactylus koreanus",37.2053690008122,128.718346999643,"2018","강원도","NES"
"135","Onychodactylus koreanus",37.1270640007027,128.42704400031,"2018","강원도","NES"
"136","Onychodactylus koreanus",37.1337390011152,128.867936000328,"2018","강원도","NES"
"137","Onychodactylus koreanus",37.0936360007869,128.710013999563,"2018","강원도","NES"
"138","Onychodactylus koreanus",37.2057560007037,128.723355999661,"2018","강원도","NES"
"139","Onychodactylus koreanus",37.2586190007962,129.110714000502,"2018","강원도","NES"
"140","Onychodactylus koreanus",37.0964640009269,128.683366999561,"2018","강원도","NES"
"141","Onychodactylus koreanus",37.1943170009261,128.803171999576,"2018","강원도","NES"
"142","Onychodactylus koreanus",37.2373860008422,129.299855999731,"2018","강원도","NES"
"143","Onychodactylus koreanus",37.1747000012561,128.675588999784,"2018","강원도","NES"
"144","Onychodactylus koreanus",37.1067220013561,128.562932999959,"2018","강원도","NES"
"145","Onychodactylus koreanus",37.1040690006059,128.545082999709,"2018","강원도","NES"
"146","Onychodactylus koreanus",37.2307810012217,128.838816999979,"2018","강원도","NES"
"147","Onychodactylus koreanus",37.242308001044,128.68669399972,"2018","강원도","NES"
"148","Onychodactylus koreanus",37.1933940012499,128.679017000133,"2018","강원도","NES"
"149","Onychodactylus koreanus",37.2312330005947,128.819442000472,"2018","강원도","NES"
"150","Onychodactylus koreanus",37.1002780011064,129.05508300023,"2018","강원도","NES"
"151","Onychodactylus koreanus",37.2056330011745,128.731582999516,"2018","강원도","NES"
"152","Onychodactylus koreanus",37.9192500011355,128.549483000019,"2016","강원도","NES"
"153","Onychodactylus koreanus",37.8932830012632,128.804735999461,"2016","강원도","NES"
"154","Onychodactylus koreanus",38.2182420006466,127.86575600023,"2016","강원도","NES"
"155","Onychodactylus koreanus",37.2182690005652,129.172143999738,"2018","강원도","NES"
"156","Onychodactylus koreanus",37.2053690008122,128.718346999643,"2018","강원도","NES"
"157","Onychodactylus koreanus",37.1270640007027,128.42704400031,"2018","강원도","NES"
"158","Onychodactylus koreanus",37.1337390011152,128.867936000328,"2018","강원도","NES"
"159","Onychodactylus koreanus",37.0936360007869,128.710013999563,"2018","강원도","NES"
"160","Onychodactylus koreanus",37.2057560007037,128.723355999661,"2018","강원도","NES"
"161","Onychodactylus koreanus",37.2586190007962,129.110714000502,"2018","강원도","NES"
"162","Onychodactylus koreanus",37.0964640009269,128.683366999561,"2018","강원도","NES"
"163","Onychodactylus koreanus",37.1943170009261,128.803171999576,"2018","강원도","NES"
"164","Onychodactylus koreanus",37.2373860008422,129.299855999731,"2018","강원도","NES"
"165","Onychodactylus koreanus",37.1747000012561,128.675588999784,"2018","강원도","NES"
"166","Onychodactylus koreanus",37.1067220013561,128.562932999959,"2018","강원도","NES"
"167","Onychodactylus koreanus",37.1040690006059,128.545082999709,"2018","강원도","NES"
"168","Onychodactylus koreanus",37.2307810012217,128.838816999979,"2018","강원도","NES"
"169","Onychodactylus koreanus",37.242308001044,128.68669399972,"2018","강원도","NES"
"170","Onychodactylus koreanus",37.1933940012499,128.679017000133,"2018","강원도","NES"
"171","Onychodactylus koreanus",37.2312330005947,128.819442000472,"2018","강원도","NES"
"172","Onychodactylus koreanus",37.1002780011064,129.05508300023,"2018","강원도","NES"
"173","Onychodactylus koreanus",37.2056330011745,128.731582999516,"2018","강원도","NES"
"174","Onychodactylus koreanus",35.1978890006845,126.551305999687,"2015","전라남도","NES"
"175","Onychodactylus koreanus",35.1978890006845,126.551305999687,"2015","전라남도","NES"
"176","Onychodactylus koreanus",36.6126800007353,127.653610000552,"2015","충청북도","NES"
"177","Onychodactylus koreanus",36.6126800007353,127.653610000552,"2015","충청북도","NES"
"178","Onychodactylus koreanus",36.1108190008301,127.945560999602,"2017","충청북도","NES"
"179","Onychodactylus koreanus",36.0765060011597,127.847213999473,"2017","충청북도","NES"
"180","Onychodactylus koreanus",37.1031640007193,128.493193999503,"2018","충청북도","NES"
"181","Onychodactylus koreanus",36.6126800007353,127.653610000552,"2015","충청북도","NES"
